segment_id,direction_1,year,month,v,TTI
901393939,TRUE,2019,6,50.68,1.14
901393939,TRUE,2019,7,49.32,1.18
901393939,TRUE,2019,8,50.1,1.16
901393939,TRUE,2019,9,50.68,1.14
901393939,TRUE,2019,10,51.08,1.14
901393940,TRUE,2017,10,52.59,1.12
901393940,TRUE,2017,11,52.88,1.12
901393940,TRUE,2017,12,52.29,1.13
901393940,TRUE,2018,1,51.77,1.14
901393940,TRUE,2018,2,53.92,1.09
901393940,TRUE,2018,3,51.36,1.15
901393940,TRUE,2018,4,51.92,1.14
901393940,TRUE,2018,5,52.63,1.12
901393940,TRUE,2018,6,52.41,1.13
901393940,TRUE,2018,7,52.76,1.12
901393940,TRUE,2018,8,52.71,1.12
901393940,TRUE,2018,9,52.91,1.12
901393940,TRUE,2018,10,53.22,1.11
901393940,TRUE,2018,11,52.67,1.12
901393940,TRUE,2018,12,52.6,1.12
901393940,TRUE,2019,1,50.82,1.16
901393940,TRUE,2019,2,52.41,1.13
901393940,TRUE,2019,3,52.34,1.13
901393940,TRUE,2019,4,51.96,1.14
901393940,TRUE,2019,5,52.22,1.13
901393940,TRUE,2019,6,52.32,1.13
901393940,TRUE,2019,7,51.32,1.15
901393940,TRUE,2019,8,51.74,1.14
901393940,TRUE,2019,9,52.11,1.13
901393940,TRUE,2019,10,52.6,1.12
901393941,TRUE,2017,10,54.22,1.12
901393941,TRUE,2017,11,54.34,1.12
901393941,TRUE,2017,12,53.18,1.15
901393941,TRUE,2018,1,53.51,1.14
901393941,TRUE,2018,2,55.27,1.1
901393941,TRUE,2018,3,52.73,1.16
901393941,TRUE,2018,4,54.54,1.12
901393941,TRUE,2018,5,54.65,1.12
901393941,TRUE,2018,6,54.35,1.12
901393941,TRUE,2018,7,54.97,1.11
901393941,TRUE,2018,8,54.67,1.12
901393941,TRUE,2018,9,55.01,1.11
901393941,TRUE,2018,10,55.14,1.11
901393941,TRUE,2018,11,54.01,1.13
901393941,TRUE,2018,12,54.28,1.12
901393941,TRUE,2019,1,52.11,1.17
901393941,TRUE,2019,2,54.23,1.12
901393941,TRUE,2019,3,53.9,1.13
901393941,TRUE,2019,4,53.98,1.13
901393941,TRUE,2019,5,54.27,1.12
901393941,TRUE,2019,6,53.21,1.15
901393941,TRUE,2019,7,53.7,1.14
901393941,TRUE,2019,8,53.94,1.13
901393941,TRUE,2019,9,54.1,1.13
901393941,TRUE,2019,10,54.33,1.12
901393942,TRUE,2017,10,53.38,1.14
901393942,TRUE,2017,11,52.77,1.16
901393942,TRUE,2017,12,51.68,1.18
901393942,TRUE,2018,1,51.89,1.18
901393942,TRUE,2018,2,51.2,1.19
901393942,TRUE,2018,3,50.82,1.2
901393942,TRUE,2018,4,53.44,1.14
901393942,TRUE,2018,5,53.37,1.14
901393942,TRUE,2018,6,52.99,1.15
901393942,TRUE,2018,7,53.79,1.13
901393942,TRUE,2018,8,54.02,1.13
901393942,TRUE,2018,9,53.91,1.13
901393942,TRUE,2018,10,55.79,1.09
901393942,TRUE,2018,11,53.37,1.14
901393942,TRUE,2018,12,52.92,1.15
901393942,TRUE,2019,1,50.87,1.2
901393942,TRUE,2019,2,52.92,1.15
901393942,TRUE,2019,3,52.83,1.15
901393942,TRUE,2019,4,52.96,1.15
901393942,TRUE,2019,5,52.9,1.15
901393942,TRUE,2019,6,53.86,1.13
901393942,TRUE,2019,7,53.11,1.15
901393942,TRUE,2019,8,53.17,1.15
901393942,TRUE,2019,9,53.38,1.14
901393942,TRUE,2019,10,53.99,1.13
901393943,TRUE,2017,10,51.29,1.17
901393943,TRUE,2017,11,49.99,1.2
901393943,TRUE,2017,12,48.97,1.23
901393943,TRUE,2018,1,49.15,1.22
901393943,TRUE,2018,2,51.15,1.17
901393943,TRUE,2018,3,47.83,1.25
901393943,TRUE,2018,4,51.44,1.17
901393943,TRUE,2018,5,51.21,1.17
901393943,TRUE,2018,6,50.71,1.18
901393943,TRUE,2018,7,52,1.15
901393943,TRUE,2018,8,52.42,1.14
901393943,TRUE,2018,9,52.11,1.15
901393943,TRUE,2018,10,55.41,1.08
901393943,TRUE,2018,11,51.09,1.17
901393943,TRUE,2018,12,50.73,1.18
901393943,TRUE,2019,1,48.22,1.24
901393943,TRUE,2019,2,50.53,1.19
901393943,TRUE,2019,3,50.41,1.19
901393943,TRUE,2019,4,50.57,1.19
901393943,TRUE,2019,5,50.66,1.18
901393943,TRUE,2019,6,52.04,1.15
901393943,TRUE,2019,7,51.75,1.16
901393943,TRUE,2019,8,51.99,1.15
901393943,TRUE,2019,9,51.96,1.15
901393943,TRUE,2019,10,52.26,1.15
901393944,TRUE,2017,10,35.66,1.68
901393944,TRUE,2017,11,30.53,1.97
901393944,TRUE,2017,12,28.41,2.11
901393944,TRUE,2018,1,29.85,2.01
901393944,TRUE,2018,2,36,1.67
901393944,TRUE,2018,3,23.58,2.54
901393944,TRUE,2018,4,35.14,1.71
901393944,TRUE,2018,5,35.39,1.7
901393944,TRUE,2018,6,35.78,1.68
901393944,TRUE,2018,7,38.62,1.55
901393944,TRUE,2018,8,40.06,1.5
901393944,TRUE,2018,9,39.63,1.51
901393944,TRUE,2018,10,54.72,1.1
901393944,TRUE,2018,11,36.87,1.63
901393944,TRUE,2018,12,35.62,1.68
901393944,TRUE,2019,1,35.99,1.67
901393944,TRUE,2019,2,36.91,1.63
901393944,TRUE,2019,3,35.87,1.67
901393944,TRUE,2019,4,34.89,1.72
901393944,TRUE,2019,5,35.98,1.67
901393944,TRUE,2019,6,41.46,1.45
901393944,TRUE,2019,7,43.18,1.39
901393944,TRUE,2019,8,41.49,1.45
901393944,TRUE,2019,9,39.12,1.53
901393944,TRUE,2019,10,37.11,1.62
901393945,TRUE,2017,10,60.41,1.13
901393945,TRUE,2017,11,59.57,1.14
901393945,TRUE,2017,12,58.13,1.17
901393945,TRUE,2018,1,57.91,1.17
901393945,TRUE,2018,2,62.03,1.1
901393945,TRUE,2018,3,58.51,1.16
901393945,TRUE,2018,4,59.89,1.14
901393945,TRUE,2018,5,61.14,1.11
901393945,TRUE,2018,6,60.86,1.12
901393945,TRUE,2018,7,60.87,1.12
901393945,TRUE,2018,8,61.38,1.11
901393945,TRUE,2018,9,61.24,1.11
901393945,TRUE,2018,10,63.7,1.07
901393945,TRUE,2018,11,60.12,1.13
901393945,TRUE,2018,12,59.84,1.14
901393945,TRUE,2019,1,55.95,1.22
901393945,TRUE,2019,2,59.38,1.15
901393945,TRUE,2019,3,59.9,1.14
901393945,TRUE,2019,4,60.19,1.13
901393945,TRUE,2019,5,60.2,1.13
901393945,TRUE,2019,6,60.81,1.12
901393945,TRUE,2019,7,59.6,1.14
901393945,TRUE,2019,8,59.67,1.14
901393945,TRUE,2019,9,60.21,1.13
901393945,TRUE,2019,10,59.56,1.14
901393946,TRUE,2017,10,70.01,1.13
901393946,TRUE,2017,11,69.45,1.14
901393946,TRUE,2017,12,66.94,1.18
901393946,TRUE,2018,1,66.71,1.18
901393946,TRUE,2018,2,74.36,1.06
901393946,TRUE,2018,3,69.19,1.14
901393946,TRUE,2018,4,70.05,1.13
901393946,TRUE,2018,5,71.02,1.11
901393946,TRUE,2018,6,70.39,1.12
901393946,TRUE,2018,7,70.38,1.12
901393946,TRUE,2018,8,70.47,1.12
901393946,TRUE,2018,9,70.25,1.12
901393946,TRUE,2018,10,71.19,1.11
901393946,TRUE,2018,11,69.14,1.14
901393946,TRUE,2018,12,68.41,1.15
901393946,TRUE,2019,1,63.29,1.25
901393946,TRUE,2019,2,67.84,1.16
901393946,TRUE,2019,3,69.13,1.14
901393946,TRUE,2019,4,69.26,1.14
901393946,TRUE,2019,5,69.73,1.13
901393946,TRUE,2019,6,69.87,1.13
901393946,TRUE,2019,7,68.09,1.16
901393946,TRUE,2019,8,68.26,1.16
901393946,TRUE,2019,9,69.37,1.14
901393946,TRUE,2019,10,69.59,1.14
901393958,FALSE,2017,10,18.03,1.83
901393958,FALSE,2017,11,15.82,2.09
901393958,FALSE,2017,12,18.77,1.76
901393958,FALSE,2018,1,17.04,1.94
901393958,FALSE,2018,2,30.8,1.07
901393958,FALSE,2018,3,23.71,1.39
901393958,FALSE,2018,4,20.53,1.61
901393958,FALSE,2018,5,19.62,1.68
901393958,FALSE,2018,6,19.07,1.73
901393958,FALSE,2018,7,20.82,1.59
901393958,FALSE,2018,8,21.7,1.52
901393958,FALSE,2018,9,19.87,1.66
901393958,FALSE,2018,10,18.63,1.77
901393958,FALSE,2018,11,20.49,1.61
901393958,FALSE,2018,12,20.71,1.59
901393958,FALSE,2019,1,22.42,1.47
901393958,FALSE,2019,2,21.58,1.53
901393958,FALSE,2019,3,21.54,1.53
901393958,FALSE,2019,4,21.67,1.52
901393958,FALSE,2019,5,23.22,1.42
901393958,FALSE,2019,6,21.28,1.55
901393958,FALSE,2019,7,22.07,1.5
901393958,FALSE,2019,8,20.75,1.59
901393958,FALSE,2019,9,22.41,1.47
901393958,FALSE,2019,10,18.65,1.77
901393959,FALSE,2017,10,28.69,1.39
901393959,FALSE,2017,11,19.55,2.05
901393959,FALSE,2017,12,28.33,1.41
901393959,FALSE,2018,1,25.77,1.55
901393959,FALSE,2018,2,36.52,1.1
901393959,FALSE,2018,3,32.38,1.24
901393959,FALSE,2018,4,28.41,1.41
901393959,FALSE,2018,5,29.39,1.36
901393959,FALSE,2018,6,29.5,1.36
901393959,FALSE,2018,7,30.38,1.32
901393959,FALSE,2018,8,29.67,1.35
901393959,FALSE,2018,9,30.67,1.3
901393959,FALSE,2018,10,24.93,1.6
901393959,FALSE,2018,11,28.69,1.39
901393959,FALSE,2018,12,27.17,1.47
901393959,FALSE,2019,1,29.2,1.37
901393959,FALSE,2019,2,31.03,1.29
901393959,FALSE,2019,3,30.92,1.29
901393959,FALSE,2019,4,31.13,1.29
901393959,FALSE,2019,5,31.33,1.28
901393959,FALSE,2019,6,31.29,1.28
901393959,FALSE,2019,7,30.21,1.32
901393959,FALSE,2019,8,31.72,1.26
901393959,FALSE,2019,9,31.48,1.27
901393959,FALSE,2019,10,28.49,1.4
901393960,FALSE,2017,10,34.21,1.34
901393960,FALSE,2017,11,28.5,1.61
901393960,FALSE,2017,12,36.57,1.26
901393960,FALSE,2018,1,35.97,1.28
901393960,FALSE,2018,2,43.58,1.06
901393960,FALSE,2018,3,40.24,1.14
901393960,FALSE,2018,4,35,1.31
901393960,FALSE,2018,5,36.07,1.28
901393960,FALSE,2018,6,37.08,1.24
901393960,FALSE,2018,7,35.9,1.28
901393960,FALSE,2018,8,36.61,1.26
901393960,FALSE,2018,9,37.2,1.24
901393960,FALSE,2018,10,36.21,1.27
901393960,FALSE,2018,11,36.25,1.27
901393960,FALSE,2018,12,35.51,1.3
901393960,FALSE,2019,1,35.34,1.3
901393960,FALSE,2019,2,38.01,1.21
901393960,FALSE,2019,3,36.3,1.27
901393960,FALSE,2019,4,37.76,1.22
901393960,FALSE,2019,5,37.85,1.22
901393960,FALSE,2019,6,37.71,1.22
901393960,FALSE,2019,7,37.2,1.24
901393960,FALSE,2019,8,38.73,1.19
901393960,FALSE,2019,9,40.04,1.15
901393960,FALSE,2019,10,38.29,1.2
901393961,FALSE,2017,10,36.62,1.28
901393961,FALSE,2017,11,29.41,1.6
901393961,FALSE,2017,12,35.52,1.32
901393961,FALSE,2018,1,36.22,1.3
901393961,FALSE,2018,2,43.81,1.07
901393961,FALSE,2018,3,40.75,1.15
901393961,FALSE,2018,4,35.18,1.34
901393961,FALSE,2018,5,36.44,1.29
901393961,FALSE,2018,6,38.21,1.23
901393961,FALSE,2018,7,37.98,1.24
901393961,FALSE,2018,8,36.57,1.29
901393961,FALSE,2018,9,38.14,1.23
901393961,FALSE,2018,10,37.17,1.26
901393961,FALSE,2018,11,37.2,1.26
901393961,FALSE,2018,12,36.32,1.29
901393961,FALSE,2019,1,36.11,1.3
901393961,FALSE,2019,2,38.42,1.22
901393961,FALSE,2019,3,37.29,1.26
901393961,FALSE,2019,4,38.46,1.22
901393961,FALSE,2019,5,38.19,1.23
901393961,FALSE,2019,6,38.62,1.22
901393961,FALSE,2019,7,37.93,1.24
901393961,FALSE,2019,8,39.69,1.18
901393961,FALSE,2019,9,40.63,1.16
901393961,FALSE,2019,10,38.11,1.23
901393967,FALSE,2017,10,47.63,1.22
901393967,FALSE,2017,11,37.72,1.54
901393967,FALSE,2017,12,50.9,1.14
901393967,FALSE,2018,1,51.6,1.12
901393967,FALSE,2018,2,47.98,1.21
901393967,FALSE,2018,3,52.14,1.11
901393967,FALSE,2018,4,50.09,1.16
901393967,FALSE,2018,5,49.85,1.16
901393967,FALSE,2018,6,50.24,1.15
901393967,FALSE,2018,7,50.36,1.15
901393967,FALSE,2018,8,51.7,1.12
901393967,FALSE,2018,9,50.63,1.15
901393967,FALSE,2018,10,50.18,1.16
901393967,FALSE,2018,11,50.34,1.15
901393967,FALSE,2018,12,48.93,1.19
901393967,FALSE,2019,1,48.61,1.19
901393967,FALSE,2019,2,50.86,1.14
901393967,FALSE,2019,3,50.38,1.15
901393967,FALSE,2019,4,51.11,1.13
901393967,FALSE,2019,5,51.1,1.14
901393967,FALSE,2019,6,51.16,1.13
901393967,FALSE,2019,7,51.15,1.13
901393967,FALSE,2019,8,50.86,1.14
901393967,FALSE,2019,9,50.24,1.15
901393967,FALSE,2019,10,49.47,1.17
901393969,FALSE,2017,10,45.02,1.16
901393969,FALSE,2017,11,33.66,1.55
901393969,FALSE,2017,12,39.18,1.33
901393969,FALSE,2018,1,40.57,1.28
901393969,FALSE,2018,2,39.9,1.3
901393969,FALSE,2018,3,45.59,1.14
901393969,FALSE,2018,4,44.03,1.18
901393969,FALSE,2018,5,44.47,1.17
901393969,FALSE,2018,6,43.73,1.19
901393969,FALSE,2018,7,44.33,1.17
901393969,FALSE,2018,8,41.78,1.24
901393969,FALSE,2018,9,45.33,1.15
901393969,FALSE,2018,10,42.32,1.23
901393969,FALSE,2018,11,44.31,1.17
901393969,FALSE,2018,12,44.6,1.17
901393969,FALSE,2019,1,41.92,1.24
901393969,FALSE,2019,2,43,1.21
901393969,FALSE,2019,3,43.58,1.19
901393969,FALSE,2019,4,41.43,1.26
901393969,FALSE,2019,5,44.52,1.17
901393969,FALSE,2019,6,42.73,1.22
901393969,FALSE,2019,7,44.64,1.16
901393969,FALSE,2019,8,42.81,1.21
901393969,FALSE,2019,9,43.88,1.19
901393969,FALSE,2019,10,41.09,1.27
901393973,FALSE,2017,10,46.84,1.11
901393973,FALSE,2017,11,34.68,1.5
901393973,FALSE,2017,12,45.62,1.14
901393973,FALSE,2018,1,46.42,1.12
901393973,FALSE,2018,2,48.82,1.07
901393973,FALSE,2018,3,45.88,1.13
901393973,FALSE,2018,4,44.66,1.16
901393973,FALSE,2018,5,45.12,1.15
901393973,FALSE,2018,6,44.77,1.16
901393973,FALSE,2018,7,44.56,1.17
901393973,FALSE,2018,8,47.21,1.1
901393973,FALSE,2018,9,46.3,1.12
901393973,FALSE,2018,10,39.86,1.3
901393973,FALSE,2018,11,42.71,1.22
901393973,FALSE,2018,12,45.57,1.14
901393973,FALSE,2019,1,45.38,1.15
901393973,FALSE,2019,2,45.94,1.13
901393973,FALSE,2019,3,47.04,1.11
901393973,FALSE,2019,4,47.74,1.09
901393973,FALSE,2019,5,46.82,1.11
901393973,FALSE,2019,6,47.47,1.1
901393973,FALSE,2019,7,47.25,1.1
901393973,FALSE,2019,8,46.6,1.12
901393973,FALSE,2019,9,42.09,1.24
901393973,FALSE,2019,10,34.74,1.5
901393975,FALSE,2017,10,47.67,1.2
901393975,FALSE,2017,11,34.52,1.65
901393975,FALSE,2017,12,40.96,1.39
901393975,FALSE,2018,1,45.11,1.26
901393975,FALSE,2018,2,49.37,1.15
901393975,FALSE,2018,3,48.1,1.18
901393975,FALSE,2018,4,45.67,1.25
901393975,FALSE,2018,5,46.55,1.22
901393975,FALSE,2018,6,42.09,1.35
901393975,FALSE,2018,7,42.17,1.35
901393975,FALSE,2018,8,46.63,1.22
901393975,FALSE,2018,9,47.26,1.21
901393975,FALSE,2018,10,46.97,1.21
901393975,FALSE,2018,11,43.02,1.32
901393975,FALSE,2018,12,39.91,1.43
901393975,FALSE,2019,1,47.67,1.2
901393975,FALSE,2019,2,48.75,1.17
901393975,FALSE,2019,3,48.93,1.16
901393975,FALSE,2019,4,43.53,1.31
901393975,FALSE,2019,5,46.19,1.23
901393975,FALSE,2019,6,37.7,1.51
901393975,FALSE,2019,7,47.38,1.2
901393975,FALSE,2019,8,44.62,1.28
901393975,FALSE,2019,9,44.46,1.28
901393975,FALSE,2019,10,41.62,1.37
901393976,FALSE,2017,10,48.96,1.18
901393976,FALSE,2017,11,36.51,1.59
901393976,FALSE,2017,12,43.62,1.33
901393976,FALSE,2018,1,51.71,1.12
901393976,FALSE,2018,2,52.11,1.11
901393976,FALSE,2018,3,49.99,1.16
901393976,FALSE,2018,4,47.28,1.23
901393976,FALSE,2018,5,47.63,1.22
901393976,FALSE,2018,6,46.21,1.26
901393976,FALSE,2018,7,45.43,1.28
901393976,FALSE,2018,8,48.36,1.2
901393976,FALSE,2018,9,49.71,1.17
901393976,FALSE,2018,10,48.7,1.19
901393976,FALSE,2018,11,45.34,1.28
901393976,FALSE,2018,12,43.15,1.34
901393976,FALSE,2019,1,49.25,1.18
901393976,FALSE,2019,2,50.15,1.16
901393976,FALSE,2019,3,51.31,1.13
901393976,FALSE,2019,4,48.44,1.2
901393976,FALSE,2019,5,47.81,1.21
901393976,FALSE,2019,6,46.73,1.24
901393976,FALSE,2019,7,50.04,1.16
901393976,FALSE,2019,8,48.06,1.21
901393976,FALSE,2019,9,48.96,1.18
901393976,FALSE,2019,10,48.26,1.2
901394006,FALSE,2017,10,23.03,1.65
901394006,FALSE,2017,11,22.83,1.66
901394006,FALSE,2017,12,23.19,1.64
901394006,FALSE,2018,1,24.49,1.55
901394006,FALSE,2018,2,30.91,1.23
901394006,FALSE,2018,3,23.83,1.59
901394006,FALSE,2018,4,23.95,1.59
901394006,FALSE,2018,5,23.43,1.62
901394006,FALSE,2018,6,23.48,1.62
901394006,FALSE,2018,7,24.41,1.56
901394006,FALSE,2018,8,24.37,1.56
901394006,FALSE,2018,9,25.28,1.5
901394006,FALSE,2018,10,24.82,1.53
901394006,FALSE,2018,11,24.55,1.55
901394006,FALSE,2018,12,23.63,1.61
901394006,FALSE,2019,1,25.47,1.49
901394006,FALSE,2019,2,24.39,1.56
901394006,FALSE,2019,3,25.11,1.51
901394006,FALSE,2019,4,24.81,1.53
901394006,FALSE,2019,5,25.49,1.49
901394006,FALSE,2019,6,24.82,1.53
901394006,FALSE,2019,7,28.39,1.34
901394006,FALSE,2019,8,28.43,1.34
901394006,FALSE,2019,9,28.82,1.32
901394006,FALSE,2019,10,28.56,1.33
901394009,FALSE,2017,10,18.1,1.99
901394009,FALSE,2017,11,18.11,1.99
901394009,FALSE,2017,12,18.52,1.94
901394009,FALSE,2018,1,21.36,1.69
901394009,FALSE,2018,2,22.64,1.59
901394009,FALSE,2018,3,20.69,1.74
901394009,FALSE,2018,4,18.08,1.99
901394009,FALSE,2018,5,19.7,1.83
901394009,FALSE,2018,6,20.4,1.76
901394009,FALSE,2018,7,22.52,1.6
901394009,FALSE,2018,8,23.3,1.54
901394009,FALSE,2018,9,21.02,1.71
901394009,FALSE,2018,10,20.32,1.77
901394009,FALSE,2018,11,20.7,1.74
901394009,FALSE,2018,12,18.48,1.95
901394009,FALSE,2019,1,22.28,1.62
901394009,FALSE,2019,2,20.67,1.74
901394009,FALSE,2019,3,20.81,1.73
901394009,FALSE,2019,4,20.74,1.74
901394009,FALSE,2019,5,22.42,1.61
901394009,FALSE,2019,6,22.16,1.62
901394009,FALSE,2019,7,21.91,1.64
901394009,FALSE,2019,8,23.33,1.54
901394009,FALSE,2019,9,22.7,1.59
901394009,FALSE,2019,10,20.39,1.77
901394015,FALSE,2017,10,29.59,1.49
901394015,FALSE,2017,11,29.83,1.47
901394015,FALSE,2017,12,30.56,1.44
901394015,FALSE,2018,1,32.19,1.37
901394015,FALSE,2018,2,34.97,1.26
901394015,FALSE,2018,3,26.96,1.63
901394015,FALSE,2018,4,30.84,1.43
901394015,FALSE,2018,5,30.62,1.44
901394015,FALSE,2018,6,31.17,1.41
901394015,FALSE,2018,7,31.22,1.41
901394015,FALSE,2018,8,32.2,1.37
901394015,FALSE,2018,9,31.84,1.38
901394015,FALSE,2018,10,32.02,1.37
901394015,FALSE,2018,11,31.25,1.41
901394015,FALSE,2018,12,30.48,1.44
901394015,FALSE,2019,1,32.09,1.37
901394015,FALSE,2019,2,31.71,1.39
901394015,FALSE,2019,3,32.29,1.36
901394015,FALSE,2019,4,31.87,1.38
901394015,FALSE,2019,5,32.38,1.36
901394015,FALSE,2019,6,32.04,1.37
901394015,FALSE,2019,7,35.14,1.25
901394015,FALSE,2019,8,34.62,1.27
901394015,FALSE,2019,9,35.69,1.23
901394015,FALSE,2019,10,34.44,1.28
901394070,FALSE,2017,10,17.75,1.69
901394070,FALSE,2017,11,17.34,1.73
901394070,FALSE,2017,12,18.17,1.65
901394070,FALSE,2018,1,18.67,1.61
901394070,FALSE,2018,2,18.83,1.59
901394070,FALSE,2018,3,21.7,1.38
901394070,FALSE,2018,4,16.8,1.79
901394070,FALSE,2018,5,17.09,1.76
901394070,FALSE,2018,6,17.76,1.69
901394070,FALSE,2018,7,18.37,1.63
901394070,FALSE,2018,8,17.99,1.67
901394070,FALSE,2018,9,17.6,1.7
901394070,FALSE,2018,10,17,1.76
901394070,FALSE,2018,11,17.26,1.74
901394070,FALSE,2018,12,17.53,1.71
901394070,FALSE,2019,1,17.77,1.69
901394070,FALSE,2019,2,18.31,1.64
901394070,FALSE,2019,3,18.42,1.63
901394070,FALSE,2019,4,18.82,1.59
901394070,FALSE,2019,5,18.24,1.64
901394070,FALSE,2019,6,19.2,1.56
901394070,FALSE,2019,7,18.05,1.66
901394070,FALSE,2019,8,18.76,1.6
901394070,FALSE,2019,9,17.96,1.67
901394070,FALSE,2019,10,17.21,1.74
901394072,FALSE,2017,10,13.54,1.7
901394072,FALSE,2017,11,12.67,1.82
901394072,FALSE,2017,12,13.57,1.69
901394072,FALSE,2018,1,15.12,1.52
901394072,FALSE,2018,2,11.4,2.02
901394072,FALSE,2018,3,17.11,1.34
901394072,FALSE,2018,4,12.37,1.86
901394072,FALSE,2018,5,12.89,1.78
901394072,FALSE,2018,6,13.28,1.73
901394072,FALSE,2018,7,13.21,1.74
901394072,FALSE,2018,8,13.31,1.73
901394072,FALSE,2018,9,13.05,1.76
901394072,FALSE,2018,10,12.94,1.78
901394072,FALSE,2018,11,13.76,1.67
901394072,FALSE,2018,12,12.95,1.78
901394072,FALSE,2019,1,13.77,1.67
901394072,FALSE,2019,2,14.18,1.62
901394072,FALSE,2019,3,14.02,1.64
901394072,FALSE,2019,4,13.59,1.69
901394072,FALSE,2019,5,14.34,1.6
901394072,FALSE,2019,6,14.37,1.6
901394072,FALSE,2019,7,13.68,1.68
901394072,FALSE,2019,8,14.14,1.63
901394072,FALSE,2019,9,14.31,1.61
901394072,FALSE,2019,10,13.01,1.77
901394128,FALSE,2017,10,64.66,1.18
901394128,FALSE,2017,11,60.7,1.25
901394128,FALSE,2017,12,63.99,1.19
901394128,FALSE,2018,1,65.26,1.16
901394128,FALSE,2018,2,70.53,1.08
901394128,FALSE,2018,3,66.8,1.14
901394128,FALSE,2018,4,65.4,1.16
901394128,FALSE,2018,5,62.6,1.21
901394128,FALSE,2018,6,63.38,1.2
901394128,FALSE,2018,7,66.76,1.14
901394128,FALSE,2018,8,66.87,1.14
901394128,FALSE,2018,9,65.7,1.16
901394128,FALSE,2018,10,62.37,1.22
901394128,FALSE,2018,11,60.9,1.25
901394128,FALSE,2018,12,62.45,1.22
901394128,FALSE,2019,1,62.29,1.22
901394128,FALSE,2019,2,64,1.19
901394128,FALSE,2019,3,63.36,1.2
901394128,FALSE,2019,4,64.91,1.17
901394128,FALSE,2019,5,63.2,1.2
901394128,FALSE,2019,6,67.01,1.13
901394128,FALSE,2019,7,65.73,1.16
901394128,FALSE,2019,8,66.3,1.15
901394128,FALSE,2019,9,64.97,1.17
901394128,FALSE,2019,10,64.26,1.18
901394129,FALSE,2017,10,63.92,1.22
901394129,FALSE,2017,11,64.13,1.22
901394129,FALSE,2017,12,66.23,1.18
901394129,FALSE,2018,1,70.22,1.11
901394129,FALSE,2018,2,70.9,1.1
901394129,FALSE,2018,3,70.16,1.11
901394129,FALSE,2018,4,68.63,1.14
901394129,FALSE,2018,5,67.12,1.16
901394129,FALSE,2018,6,66.93,1.17
901394129,FALSE,2018,7,70.05,1.11
901394129,FALSE,2018,8,69.36,1.12
901394129,FALSE,2018,9,69.05,1.13
901394129,FALSE,2018,10,64.21,1.21
901394129,FALSE,2018,11,63,1.24
901394129,FALSE,2018,12,63.71,1.22
901394129,FALSE,2019,1,65.98,1.18
901394129,FALSE,2019,2,66.1,1.18
901394129,FALSE,2019,3,66.02,1.18
901394129,FALSE,2019,4,68.24,1.14
901394129,FALSE,2019,5,65.99,1.18
901394129,FALSE,2019,6,68.01,1.15
901394129,FALSE,2019,7,69.46,1.12
901394129,FALSE,2019,8,70.14,1.11
901394129,FALSE,2019,9,67.21,1.16
901394129,FALSE,2019,10,67.04,1.16
901394131,FALSE,2018,10,41.62,1.39
901394131,FALSE,2018,11,40.78,1.42
901394131,FALSE,2018,12,43.07,1.35
901394131,FALSE,2019,1,43.69,1.33
901394131,FALSE,2019,2,42.58,1.36
901394131,FALSE,2019,3,44.2,1.31
901394131,FALSE,2019,4,44.26,1.31
901394131,FALSE,2019,5,44.61,1.3
901394131,FALSE,2019,6,50.37,1.15
901394131,FALSE,2019,7,49.16,1.18
901394131,FALSE,2019,8,51.98,1.12
901394131,FALSE,2019,9,47.56,1.22
901394131,FALSE,2019,10,43.05,1.35
901394132,FALSE,2018,10,46.99,1.34
901394132,FALSE,2018,11,44.43,1.42
901394132,FALSE,2018,12,48.07,1.31
901394132,FALSE,2019,1,49.6,1.27
901394132,FALSE,2019,2,48.48,1.3
901394132,FALSE,2019,3,48.57,1.3
901394132,FALSE,2019,4,49.59,1.27
901394132,FALSE,2019,5,49.28,1.28
901394132,FALSE,2019,6,54.86,1.15
901394132,FALSE,2019,7,53.63,1.17
901394132,FALSE,2019,8,55.89,1.13
901394132,FALSE,2019,9,52.63,1.2
901394132,FALSE,2019,10,47.14,1.34
901394133,FALSE,2018,10,47.74,1.32
901394133,FALSE,2018,11,45.45,1.39
901394133,FALSE,2018,12,48.81,1.29
901394133,FALSE,2019,1,49.81,1.26
901394133,FALSE,2019,2,49.04,1.28
901394133,FALSE,2019,3,47.94,1.31
901394133,FALSE,2019,4,49.71,1.27
901394133,FALSE,2019,5,49.15,1.28
901394133,FALSE,2019,6,54.74,1.15
901394133,FALSE,2019,7,53.61,1.18
901394133,FALSE,2019,8,55.5,1.14
901394133,FALSE,2019,9,53.15,1.19
901394133,FALSE,2019,10,48.18,1.31
901394183,FALSE,2017,10,18.27,1.86
901394183,FALSE,2017,11,16.48,2.06
901394183,FALSE,2017,12,16.83,2.02
901394183,FALSE,2018,1,19.21,1.77
901394183,FALSE,2018,2,20.06,1.7
901394183,FALSE,2018,3,15.18,2.24
901394183,FALSE,2018,4,16.21,2.1
901394183,FALSE,2018,5,17.24,1.97
901394183,FALSE,2018,6,18.31,1.86
901394183,FALSE,2018,7,17.55,1.94
901394183,FALSE,2018,8,18.3,1.86
901394183,FALSE,2018,9,18.66,1.82
901394183,FALSE,2018,10,18.52,1.84
901394183,FALSE,2018,11,18.91,1.8
901394183,FALSE,2018,12,17.65,1.93
901394183,FALSE,2019,1,19.41,1.75
901394183,FALSE,2019,2,19.05,1.78
